得意先ＣＤ,得意先名,得意先名カナ,得意先名略称,郵便番号,住所１,住所２,電話番号,ＦＡＸ,売掛現金区分,電話確認区分,締区分,締日１,締日２,締日３,締日４,支払サイト,支払日,集金区分,請求先ＣＤ,ＷＥＢ表示区分,取扱区分,帳票出力順,ＩＤ,パスワード,備考,数量確定フラグ,税区分,軽減税率区分,部署ＣＤ,修正担当者ＣＤ,修正日
7101,バディスポーツ幼育園　博多南校　別注,ﾊﾞﾃﾞｨｽﾎﾟｰﾂﾖｳｲｸｴﾝ ﾊｶﾀ ﾍﾞｯﾁｭｳ,バディ博多南別注　内税,,筑紫郡那珂川町五郎丸1-97,,092-953-7222,,1,0,0,99,0,0,0,1,99,1,7101,0,0,260,,,,0,0,0,1,2,2025/09/02 15:13:42
7102,バディスポーツ幼育園　博多南校先生用,ﾊﾞﾃﾞｲｽﾎﾟｰﾂﾊｶﾀﾐﾅﾐ,バディ博多南先生,,福岡県那珂川市五郎丸1-97,,092-953-7222,,1,0,0,99,0,0,0,1,99,1,7102,0,0,252,,,,0,1,0,1,2,2025/09/02 15:14:11
7103,バディスポーツ幼育園博多南校　2号認定,ﾊﾞﾃﾞｨｽﾎﾟｰﾂﾖｳｲｸｴﾝ ﾊｶﾀﾐﾅﾐ 2ｺﾞｳ,バディ博多南校　2号,,福岡県那珂川市五郎丸1-97,,092-953-7222,,1,0,0,99,0,0,0,1,99,1,7103,0,0,260,,,,1,1,0,1,2,2025/09/10 14:10:51
7104,バディスポーツ幼育園　博多南校　別注,ﾊﾞﾃﾞｨｽﾎﾟｰﾂﾖｳｲｸｴﾝ ﾊｶﾀ ﾍﾞｯﾁｭｳ,バディ博多南別注　外税,,福岡県那珂川市五郎丸1-97,,092-953-7222,,1,0,0,99,0,0,0,1,99,1,7104,0,0,260,,,,0,1,0,1,2,2025/09/02 15:15:09
7200,九州中央病院　ひよこ保育園,ｷｭｳｼｭｳﾁｭｳｵｳﾋﾞｮｳｲﾝ ﾋﾖｺﾎｲｸｴﾝ,ひよこ保育園,815-0032,福岡市南区塩原３丁目21-20,,092-552-0188,092-552-0188,1,0,0,99,0,0,0,1,99,1,7200,0,0,242,,,,1,1,0,1,2,2017/01/19 14:32:51
7201,九州中央病院　ひよこ保育園　（別注）,ﾋﾖｺﾎｲｸｴﾝ,ひよこ保育園（別注）,815-0032,福岡市南区塩原３丁目21-20,,092-552-0188,092-552-0188,1,0,0,99,0,0,0,1,99,1,7201,0,0,242,,,,1,1,0,1,2,2025/09/02 15:15:42
7202,九州中央病院　ひよこ保育園,ｷｭｳｼｭｳﾁｭｳｵｳﾋﾞｮｳｲﾝ ﾋﾖｺﾎｲｸｴﾝ,ひよこ保育園,815-0032,福岡市南区塩原３丁目21-20,,092-552-0188,092-552-0188,1,0,0,99,0,0,0,1,99,1,7202,0,0,95,,,,1,1,0,1,2,2015/06/02 14:53:09
7300,太宰府天満宮幼稚園,ﾀﾞｻﾞｲﾌﾃﾝﾏﾝｸﾞｳﾖｳﾁｴﾝ,太宰府天満宮幼稚園,818-0117,太宰府市宰府４丁目７番５号,,092-924-0223,092-921-2255,1,0,0,99,0,0,0,1,99,1,7300,0,0,337,予備,-1.-1,"
",0,1,0,1,2,2025/09/08 11:42:28
7301,太宰府天満宮幼稚園（別注）,ﾀﾞｻﾞｲﾌﾃﾝﾏﾝｸﾞｳﾖｳﾁｴﾝ(ﾍﾞﾂﾁｭｳ),太宰府天満宮幼稚園（別注）,818-0177,太宰府市太宰府４丁目７番５号,,092-924-0223,092-921-2255,1,0,0,99,0,0,0,1,99,1,7301,0,0,338,,,,0,1,0,1,2,2025/09/02 15:18:10
7400,ASOはぐみらい保育園,ASOﾊｸﾞﾐﾗｲﾎｲｸｴﾝ,はぐみらい保育園,812-0016,福岡市博多区駅南2-12-29　2階,,0924152307,0924825298,1,0,0,99,0,0,0,1,99,1,7400,0,0,105,,,,1,1,0,1,2,2025/09/08 11:32:59
7500,順和保育園,ｼﾞｭﾝﾜﾎｲｸｴﾝ,順和保育園,812-0061,福岡市東区筥松2-14-18,,092-611-2250,,1,0,0,99,0,0,0,1,99,1,7500,0,0,35,,,,0,1,0,1,5,2013/09/25 14:14:09
7502,順和保育園,ｼﾞｭﾝﾜﾎｲｸｴﾝ,順和保育園,812-0061,福岡市東区派筥松2-14-18,,092-611-2250,,1,0,0,99,0,0,0,1,99,1,7502,0,0,36,,,,0,1,0,1,5,2013/09/25 14:18:49
7503,順和保育園　おやつ,ｼﾞｭﾝﾜﾎｲｸｴﾝ ｵﾔﾂ,順和保育園　,812-0061,福岡市東区筥松2-14-18,,092-611-2250,,1,0,0,99,0,0,0,1,99,1,7503,0,0,0,,,,0,1,0,1,5,2013/10/10 11:30:51
7600,アリス保育園,ｱﾘｽﾎｲｸｴﾝ,アリス保育園,811-0101,福岡県糟屋郡新宮町新宮中央駅前1丁目1-16,,0929631244,,1,0,0,99,0,0,0,1,99,1,7600,0,0,35,,,,0,1,0,1,2,2025/09/08 11:33:10
7700,水城幼稚園,"ﾐｽﾞｷﾖｳﾁｴﾝ ",水城幼稚園,818-0133,福岡県太宰府市坂本3丁目5-1,,092-925-6311,,1,0,0,99,0,0,0,1,99,1,7700,0,0,336,,,,0,1,0,1,3,2013/09/11 14:57:09
7800,大野南幼稚園,ｵｵﾉﾐﾅﾐﾖｳﾁｴﾝ,大野南幼稚園,816-0955,福岡県大野城市上大利1丁目8-1,,092-596-0160,092-596-3104,1,0,0,99,0,0,0,1,99,1,7800,0,0,333,予備,-2,,1,1,0,1,2,2025/09/10 13:51:39
7801,大野南幼稚園（別注）,ｵｵﾉﾐﾅﾐﾖｳﾁｴﾝ(ﾍﾞﾂﾁｭｳ),大野南幼稚園（別注）,816-0955,福岡県大野城市上大利1丁目8-1,,,,1,0,0,99,0,0,0,1,99,1,7801,0,0,333,,,,1,1,0,1,2,2025/09/02 15:18:49
7802,大野南幼稚園　お泊り保育,ｵｵﾉﾐﾅﾐﾖｳﾁｴﾝ ｵﾄﾏﾘﾎｲｸ,大野南　お泊り保育,816-0955,福岡県大野城市上大利1丁目8-1,,092-596-0610,092-596-3104,1,0,0,99,0,0,0,1,99,1,7802,0,0,333,,,,1,1,0,1,2,2014/10/30 16:41:39
7803,大野南幼稚園　お誕生会,ｵｵｵﾉﾐﾅﾐﾖｳﾁｴﾝ ｵﾀﾝｼﾞｮｳｶｲ,大野南　お誕生会,816-0955,福岡県大野城市上大利1丁目8-1,,092-596-0160,092-596-3104,1,0,0,99,0,0,0,1,99,1,7803,0,0,333,,,"
",1,1,0,1,2,2025/09/08 11:27:15
7804,大野南幼稚園　先生用,ｵｵﾉﾐﾅﾐﾖｳﾁｴﾝ ｾﾝｾｲﾖｳ,大野南幼稚園　先生用,816-0955,福岡県大野城市上大利1丁目8-1,,092-596-0160,092-596-3104,1,0,0,99,0,0,0,1,99,1,7804,0,0,333,,,,1,1,0,1,2,2025/09/02 15:19:05
7900,ツルタみとま幼稚園,ﾂﾙﾀﾐﾄマﾖｳﾁｴﾝ,ツルタみとま幼稚園,811-0212,福岡県福岡市東区美和台5丁目26番1号,,092-607-1361,092-607-3875,1,0,0,99,0,0,0,1,99,1,7900,0,0,55,,,,1,1,0,1,2,2015/01/14 13:03:14
7901,ツルタみとま幼稚園（別注）,ﾂﾙﾀﾐﾄﾏﾖｳﾁｴﾝ(ﾍﾞﾂﾁｭｳ),ツルタみとま幼稚園別注,811-0212,福岡市東区美和台5丁目26-1,,092-607-1361,092-607-3875,1,0,0,99,0,0,0,1,99,1,7901,0,0,56,,,,1,1,0,1,2,2014/10/30 16:41:54
7902,ツルタみとま幼稚園（別注）②,ﾂﾙﾀﾐﾄﾏﾖｳﾁｴﾝ(ﾍﾞﾂﾁｭｳ)2,ツルタみとま幼稚園別注,811-0212,福岡市東区美和台5丁目26-1,,092-607-1361,092-607-3875,1,0,0,99,0,0,0,1,99,1,7902,0,0,56,,,,1,0,0,1,2,2023/02/16 16:03:58
7905,ツルタみとま幼稚園　ファミリーサポート,ﾂﾙﾀﾐﾄマﾖｳﾁｴﾝ ﾌｧﾐﾘｰｻﾎﾟｰﾄ,ツルタみとま　お預かり,811-0212,福岡県福岡市東区美和台5丁目26番1号,,092-607-1361,092-607-3875,1,0,0,99,0,0,0,1,99,1,7905,0,0,55,,,,1,1,0,1,2,2023/06/08 17:04:48
8000,かしはら幼稚園,ｶｼﾊﾗﾖｳﾁｴﾝ,かしはら幼稚園,811-1353,福岡県福岡市南区柏原1丁目12番15号,,092-566-3111,092-566-3819,1,0,0,99,0,0,0,1,99,1,8000,0,0,220,検食,-1,,1,1,0,1,2,2025/09/08 11:42:11
8001,かしはら幼稚園（別注）,ｶｼﾊﾗﾖｳﾁｴﾝ(ﾍﾞｯﾁｭｳ),かしはら幼稚園,811-1353,福岡県福岡市南区柏原1丁目12番15号,,092-566-3111,092-566-3819,1,0,0,99,0,0,0,1,99,1,8001,0,0,220,,,,1,1,0,1,6,2017/07/12 11:28:45
8002,かしはら幼稚園（検食）,ｶｼﾊﾗﾖｳﾁｴﾝ(ｹﾝｼｮｸ),かしはら幼稚園（検食）,811-1353,福岡県福岡市南区柏原1丁目12番15号,,092-566-3111,092-566-3819,1,0,0,99,0,0,0,1,99,1,8002,0,0,220,,,,1,1,0,1,6,2021/10/07 9:10:09
8100,香蘭幼稚園,ｺｳﾗﾝﾖｳﾁｴﾝ,香蘭幼稚園,811-1311,福岡県福岡市横手1丁目12-35,,092-571-3441,092-513-1813,1,0,0,99,0,0,0,1,99,1,8100,0,0,440,予備,2,,0,1,0,1,2,2025/09/02 15:19:51
8101,香蘭幼稚園（別注）,ｺｳﾗﾝﾖｳﾁｴﾝ(ﾍﾞﾂﾁｭｳ),香蘭幼稚園（別注）,811-1311,福岡市南区横手1丁目12-35,,571-3441,513-1813,1,0,0,99,0,0,0,0,99,1,8101,0,0,440,,,,0,1,0,1,4,2021/03/08 17:29:44
8102,香蘭幼稚園　つぼみ組　別注,ｺｳﾗﾝﾖｳﾁｴﾝ ﾂﾎﾞﾐｸﾞﾐ ﾍﾞｯﾁｭｳ,香蘭幼稚園　つぼみ,811-1311,福岡県福岡市南区横手1丁目12-35,,092-571-3441,092-513-1831,1,0,0,99,0,0,0,1,99,1,8102,0,0,441,,,,0,1,0,1,2,2025/09/02 15:20:21
8103,香蘭幼稚園　実習生,ｺｳﾗﾝﾖｳﾁｴﾝ ｼﾞｯｼｭｳｾｲ,香蘭幼稚園,811-1311,福岡県福岡市横手1丁目12-35,,092-571-3441,092-513-1813,1,0,0,99,0,0,0,1,99,1,8103,0,0,440,,,,0,1,0,1,2,2015/03/04 13:46:20
8104,香蘭女子短期大学　保育科,ｺｳﾗﾝｼﾞｮｼﾀﾝｷﾀﾞｲｶﾞｸ ﾎｲｸｶ,香蘭女子保育科,811-1311,福岡市南区横手1丁目12-35,,092-571-3441,092-513-1813,1,0,0,99,0,0,0,1,99,1,8104,0,0,434,,,,0,1,0,1,5,2013/09/12 14:01:32
8105,香蘭幼稚園　つぼみ組　火曜日,ｺｳﾗﾝﾖｳﾁｴﾝ ﾂﾎﾞﾐｸﾞﾐ ｶﾖｳﾋﾞ,香蘭　つぼみ火曜,811-1311,福岡市南区横手1丁目12-35,,092-571-3441,092-513-1831,1,0,0,99,0,0,0,2,99,1,8105,0,0,441,,,,0,1,0,1,2,2015/01/26 16:29:12
8106,香蘭幼稚園　つぼみ組　木曜日,ｺｳﾗﾝﾖｳﾁｴﾝ ﾂﾎﾞﾐｸﾞﾐ ﾓｸﾖｳﾋﾞ,香蘭　つぼみ木曜,811-1311,福岡市南区横手1丁目12-35,,092-571-3441,092-513-1831,1,0,0,99,0,0,0,1,99,1,8106,0,0,441,,,,0,1,0,1,2,2015/01/26 16:29:17
8107,香蘭幼稚園　つぼみ組,ｺｳﾗﾝﾖｳﾁｴﾝ ﾂﾎﾞﾐｸﾞﾐ,香蘭　つぼみ,811-1311,福岡県福岡市南区横手1丁目12-35,,092-571-3441,092-513-1831,1,0,0,99,0,0,0,1,99,1,8107,0,0,441,,,,0,1,0,1,2,2025/09/08 11:32:37
8108,塩原保育園,ｼｵﾊﾞﾙﾎｲｸｴﾝ,塩原保育園,815-0032,福岡県福岡市南区塩原3丁目26-19,,092-554-1188,092-554-1288,1,0,0,99,0,0,0,1,99,1,8108,0,0,441,,,,0,1,0,1,2,2015/01/21 16:10:15
8109,香蘭幼稚園　つぼみ組　金曜日,ｺｳﾗﾝﾖｳﾁｴﾝ ﾂﾎﾞﾐｸﾞﾐ ｷﾝﾖｳﾋﾞ,香蘭　つぼみ金曜,811-1311,福岡市南区横手1丁目12-35,,092-571-3441,092-513-1831,1,0,0,99,0,0,0,1,99,1,8109,0,0,441,,,,0,1,0,1,9,2016/01/19 14:54:19
8110,香蘭幼稚園（別注）　内税,ｺｳﾗﾝﾖｳﾁｴﾝ(ﾍﾞﾂﾁｭｳ) ｳﾁｾﾞｲ,香蘭幼稚園（別注）　内税,811-1311,福岡市南区横手1丁目12-35,,571-3441,513-1813,1,0,0,99,0,0,0,0,99,1,8110,0,0,440,,,,0,0,0,1,2,2025/09/02 15:22:02
8200,円龍幼稚園,ｴﾝﾘｭｳﾖｳﾁｴﾝ,円龍幼稚園,810-0014,福岡県福岡市中央区平尾4丁目1番1号,,092-531-4643,092-531-4641,1,0,0,99,0,0,0,1,99,1,8200,0,0,218,,,,0,1,0,1,3,2013/09/03 19:42:14
8201,円龍幼稚園,ｴﾝﾘｭｳﾖｳﾁｴﾝ,円龍幼稚園,810-0014,福岡県福岡市中央区平尾4丁目1番1号,,092-531-4643,092-531-4641,1,0,0,99,0,0,0,1,99,1,8201,0,0,218,,,,0,1,0,1,1,2014/07/28 12:02:34
8300,岡本保育所,ｵｶﾓﾄﾎｲｸｼｮ,岡本保育所,,福岡県春日市岡本1丁目89,,092-591-3617,092-591-3629,1,0,0,99,0,0,0,1,99,1,8300,0,0,265,,,,0,1,0,1,4,2023/11/06 14:49:25
8301,岡本保育所,ｵｶﾓﾄﾎｲｸｼｮ,岡本保育所,,福岡県春日市岡本1丁目89,,,,1,0,0,99,0,0,0,1,99,1,8301,0,0,0,,,,0,1,0,1,5,2013/10/02 16:40:20
8400,社会福祉法人良和会こぐま保育園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝ ﾘｮｳﾜｶｲ ｺｸﾞﾏﾎｲｸｴﾝ,こぐま保育園,814-0174,福岡市早良区田隈1-23-43,,092-861-4111,092-861-4180,1,0,0,99,0,0,0,1,99,1,8400,0,0,165,,,,0,1,0,1,4,2013/12/26 11:30:05
8402,社会福祉法人良和会こぐま保育園　先生,"ｼｬｶｲﾌｸｼﾎｳｼﾞﾝﾘｮｳﾜﾖｲｶｲｺｸﾞﾏﾎｲｸｴﾝ ",こぐま保育園　先生,861-4111,福岡市早良区田隈1-23-43,,861-4111,861-4180,1,0,0,99,0,0,0,1,99,1,8402,0,0,165,,,,0,1,0,1,5,2014/01/07 11:10:16
8500,バイリンガルキッズハウス,ﾊﾞｲﾘﾝｶﾞﾙｷｯｽﾞﾊｳｽ,ﾊﾞｲﾘﾝｶﾞﾙ,810-0064,福岡県福岡市中央区地行1-9-10-2F,,092-725-4833,092-725-4855,1,0,0,99,0,0,0,1,99,1,8500,0,0,460,,,"
",0,1,0,1,2,2014/03/20 11:17:36
8600,社会福祉法人清風会　御幸保育園,ﾐﾕｷﾎｲｸｴﾝ,御幸保育園,813-0044,福岡県福岡市東区千早6-8-14,,092-662-1431,092-683-3597,1,0,0,99,0,0,0,1,99,1,8600,0,0,36,,,"
",1,1,0,1,2,2025/09/08 11:27:33
8601,御幸保育園　おやつ,ﾐﾕｷﾎｲｸｴﾝ ｵﾔﾂ,御幸保育園　おやつ,813-0044,福岡県福岡市東区千早6-8-14,,092-662-1431,092-683-3597,1,0,0,99,0,0,0,1,99,1,8600,0,0,36,,,"
",1,1,0,1,2,2015/02/19 9:09:22
8602,社会福祉法人清風会　御幸保育園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝｾｲﾌｳｶｲ ﾐﾕｷﾎｲｸｴﾝ,御幸保育園,813-0044,福岡県福岡市東区千早6-8-14,,092-662-1431,092-683-3597,1,0,0,99,0,0,0,1,99,1,8602,0,0,36,,,"
",1,1,0,1,2,2015/01/21 15:08:56
8605,社会福祉法人清風会　御幸保育園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝ ｾｲﾌｳｶｲ ﾐﾕｷﾎｲｸｴﾝ,御幸保育園　延長おやつ,813-0044,福岡県福岡市東区千早6-8-14,,092-662-1431,092-683-3597,1,0,0,99,0,0,0,1,99,1,8605,0,0,36,,,,1,1,0,1,2,2015/01/21 15:10:01
8700,社会福祉法人清風会　香住ヶ丘保育園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝｾｲﾌｳｶｲｶｽﾐｶﾞｵｶﾎｲｸｴﾝ,香住ヶ丘保育園,813-0003,福岡県福岡市東区香住ヶ丘1-13-10,,092-661-1003,092-672-8288,1,0,0,99,0,0,0,1,99,1,8700,0,0,37,,,"
",0,1,0,1,2,2022/05/30 11:22:29
8702,社会福祉法人清風会　香住ヶ丘保育園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝｾｲﾌｳｶｲ ｶｽﾐｶﾞｵｶﾎｲｸｴ,香住ヶ丘保育園,813-0003,福岡県福岡市東区香住ヶ丘1-13-10,,092-661-1003,092-672-8288,1,0,0,99,0,0,0,1,99,1,8702,0,0,37,,,"
",0,1,0,1,2,2014/04/15 14:57:06
8705,社会福祉法人清風会　香住ヶ丘保育園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝｾｲﾌｳｶｲ ｶｽﾐｶﾞｵｶﾎｲｸｴ,香住ヶ丘保育園,813-0003,福岡県福岡市東区香住ヶ丘1-13-10,,092-661-1003,092-672-8288,1,0,0,99,0,0,0,1,99,1,8705,0,0,37,,,,0,1,0,1,2,2014/03/20 12:52:33
8800,社会福祉法人清風会　香住ヶ丘保育園松香台分園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝｾｲﾌｳｶｲ ｶｽﾐｶﾞｵｶﾎｲｸｴ,香住ヶ丘保　松香台分園,813-0004,福岡県福岡市東区松香台2-1-3,,092-692-7498,092-692-7499,1,0,0,99,0,0,0,1,99,1,8800,0,0,38,,,"
",0,1,0,1,1,2014/05/07 15:56:39
8802,社会福祉法人清風会　香住ヶ丘保育園松香台分園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝｾｲﾌｳｶｲｶｽﾐｶﾞｵｶﾎｲｸｴﾝ,香住ヶ丘保　松香台分園,813-0004,福岡県福岡市東区松香台2-1-3,,092-692-7498,092-692-7499,1,0,0,99,0,0,0,1,99,1,8802,0,0,38,,,"
",0,1,0,1,1,2014/05/07 15:57:08
8805,社会福祉法人清風会　香住ヶ丘保育園松香台分園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝｾｲﾌｳｶｲ ｶｽﾐｶﾞｵｶﾎｲｸｴ,香住ヶ丘保　松香台分園,813-0004,福岡県福岡市東区松香台2-1-3,,092-692-7498,092-692-7499,1,0,0,99,0,0,0,1,99,1,8805,0,0,0,,,,0,1,0,1,1,2014/05/07 15:59:01
8806,社会福祉法人清風会　香住ヶ丘保育園松香台分園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝｾｲﾌｳｶｲ ｶｽﾐｶﾞｵｶﾎｲｸｴ,香住ヶ丘保　松香台分園,813-0004,福岡県福岡市東区松香台2-1-3,,092-692-7498,092-692-7499,1,0,0,99,0,0,0,1,99,1,8706,0,0,0,,,,0,1,0,1,2,2014/03/20 12:54:46
8900,聖心　ウルスラ幼稚園,ｾｲｼﾝ ｳﾙｽﾗﾖｳﾁｴﾝ,ウルスラ,815-0032,福岡県福岡市南区塩原4-25-20,,092-541-2428,,1,0,0,99,0,0,0,1,99,1,8900,0,0,246,,,"
",1,1,0,1,2,2014/12/26 11:03:20
8901,聖心　ウルスラ幼稚園,ｾｲｼﾝ ｳﾙｽﾗﾖｳﾁｴﾝ,ウルスラ,815-0032,福岡県福岡市南区塩原4-25-20,,092-541-2428,,1,0,0,99,0,0,0,1,99,1,8901,0,0,246,,,"
",0,1,0,1,2,2014/10/06 11:31:04
8902,聖心　ウルスラ幼稚園,ｾｲｼﾝ ｳﾙｽﾗﾖｳﾁｴﾝ,ウルスラ,815-0032,福岡県福岡市南区塩原4-25-20,,092-541-2428,,1,0,0,99,0,0,0,1,99,1,8902,0,0,246,,,"
",0,1,0,1,2,2014/03/20 11:36:06
9000,五十川保育園,ｺﾞｼﾞｭｳｶﾜﾎｲｸｴﾝ,五十川,816-0094,福岡市博多区諸岡３－２２－７,,092-585-8501,092-572-2311,1,0,0,99,0,0,0,1,99,1,9000,0,0,0,,,,1,1,0,1,2,2015/02/10 14:31:49
9002,五十川保育園　おやつ,ｺﾞｼﾞｭｳｶﾜﾎｲｸｴﾝ ｵﾔﾂ,五十川保育園　おやつ,816-0094,福岡市博多区諸岡３－２２－７,,092-585-8501,092-572-2311,1,0,0,99,0,0,0,1,99,1,9000,0,0,0,,,,1,1,0,1,2,2015/02/10 14:32:54
9005,五十川保育園　延長おやつ,ｺﾞｼﾞｯｶﾜﾎｲｸｴﾝﾎｲｸｴﾝ ｴﾝﾁｮｳｵﾔﾂ,五十川保育園　延長おやつ,816-0094,福岡市博多区諸岡３－２２－７,,,,1,0,0,99,0,0,0,1,99,1,9005,0,0,0,,,,1,1,0,1,2,2015/02/10 14:32:48
9100,まいむ保育園,ﾏｲﾑﾎｲｸｴﾝ,まいむ,815-0033,福岡県福岡市南区大橋１丁目8番8号,1丁目8番館２F,092-400-6463,092-557-2660,1,0,0,99,0,0,0,1,99,1,9100,0,0,242,,,,1,1,0,1,2,2018/10/25 16:33:26
9200,社会福祉法人四季の会　どろんこ保育園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝｼｷﾉｶｲ ﾄﾞﾛﾝｺﾎｲｸｴﾝ,どろんこ保育園,812-0018,福岡市博多区吉住1-2-50,,092-271-3343,,1,0,0,99,0,0,0,1,99,1,9200,0,0,0,,,,0,1,0,1,2,2014/05/19 15:58:08
9202,社会福祉法人四季の会　どろんこ保育園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝｼｷﾉｶｲ ﾄﾞﾛﾝｺﾎｲｸｴﾝ,どろんこ保育園,812-0018,福岡市博多区吉住1-2-50,,092-271-3343,,1,0,0,99,0,0,0,1,99,1,9202,0,0,0,,,,0,1,0,1,3,2014/06/03 14:40:52
9300,ももちはま保育園,ﾓﾓﾁﾊﾏﾎｲｸｴﾝ,ももちはま保育園,814-0001,福岡市早良区百道浜2-3-26,,092-833-2360,092-407-6376,1,0,0,99,0,0,0,1,99,1,9300,0,0,461,,,,1,1,0,1,2,2015/02/18 10:21:38
9400,白金幼稚園,ｼﾛｶﾞﾈﾖｳﾁｴﾝ,白金,810-0012,福岡市中央区白金１－１５－１０,,0925315656,0925315676,1,0,0,99,0,0,0,1,99,1,9400,0,0,0,,,,0,1,0,1,2,2025/09/08 11:36:00
9500,ワーカーズコープデイサービスホット,ﾜｰｶｰｽﾞｺｰﾌﾟﾃﾞｲｻｰﾋﾞｽﾎｯﾄ,ﾜｰｶｽﾞｺｰﾌﾟ（学童）,,,,,,1,0,0,99,0,0,0,1,99,1,9500,0,0,461,,,,0,1,0,1,2,2014/07/01 18:31:46
9600,ひで坊ん家,ﾋﾃﾞﾎﾞｳﾝﾁ,ひで坊ん家,810-0022,福岡県福岡市中央区薬院2-6-32-5Ｆ,,,092-713-2489,1,0,0,99,0,0,0,1,99,1,9600,0,0,511,,,,1,1,0,1,5,2016/06/02 14:45:03
9700,社会福祉法人しののめ会信愛保育園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝｼﾉﾉﾒｶｲ ｼﾝｱｲﾎｲｸｴﾝ,信愛保育園,813-0043,福岡県福岡市東区名島5丁目5-2,,092-681-6691,092-672-9250,1,0,0,99,0,0,0,1,99,1,9700,0,0,0,,,,1,1,0,1,5,2015/06/26 11:04:07
9703,社会福祉法人しののめ会信愛保育園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝｼﾉﾉﾒｶｲ ｼﾝｱｲﾎｲｸｴﾝ,信愛保育園,813-0043,福岡県福岡市東区名島5丁目5-2,,092-681-6691,092-672-9250,1,0,0,99,0,0,0,1,99,1,9700,0,0,0,,,,1,1,0,1,5,2015/06/26 11:04:15
9800,医療法人友愛会　友田病院,ｲﾝｲﾘｮｳﾎｳｼﾞﾝﾕｳｱｲｶｲ  ﾄﾓﾀﾞﾋﾞｮｳ,友田病院　きらきら星,812-0894,福岡県福岡市博多区諸岡3丁目10-18,,092-585-6161,092-585-6161,1,0,0,99,0,0,0,1,99,1,9800,0,0,435,,,,1,1,0,1,2,2014/12/26 11:05:58
9802,医療法人友愛会　友田病院,ｲﾝｲﾘｮｳﾎｳｼﾞﾝﾕｳｱｲｶｲ  ﾄﾓﾀﾞﾋﾞｮｳ,友田病院　きらきら星,812-0894,福岡県福岡市博多区諸岡3丁目10-18,,092-585-6161,092-585-6161,1,0,0,99,0,0,0,1,99,1,9802,0,0,435,,,,1,1,0,1,2,2014/12/26 11:09:08
9900,若竹保育園,ﾜｶﾀｹﾎｲｸｴﾝﾜｶﾀｹ,若竹保育園,816-0872,春日市桜ヶ丘4-6,,092-591-6023,,1,0,0,99,0,0,0,1,99,1,9900,0,0,0,,,,1,1,0,1,2,2022/01/27 11:33:06
10000,　　　　　　,"      ",　　　　　　　　　　　　,,,,,,0,0,0,99,0,0,0,0,99,1,10000,0,0,100000,,,"
",0,1,0,1,2,2025/09/08 11:28:04
10001,　　　　　　,"      ",,,,,,,0,0,0,99,0,0,0,0,99,1,10001,0,0,100001,,,,0,1,0,1,2,2021/05/25 11:54:05
10002,　　　　　　,"      ",,,,,,,0,0,0,99,0,0,0,0,99,1,10002,0,0,100002,,,,0,1,0,1,2,2021/05/25 11:54:24
10003,　," ",,,,,,,0,0,0,0,0,0,0,0,99,1,10003,0,0,100003,,,,0,1,0,1,2,2021/05/25 11:54:20
10004,　," ",,,,,,,0,0,0,0,0,0,0,0,99,1,10004,0,0,100004,,,,0,1,0,1,2,2021/05/25 11:54:30
10005,　," ",,,,,,,0,0,0,0,0,0,0,0,99,1,10005,0,0,100005,,,,0,1,0,1,2,2021/05/25 11:54:37
10100,社会福祉法人　みつる会　城浜保育園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝ ﾐﾂﾙｶｲ ｼﾛﾊﾏﾎｲｸｴﾝ,城浜保育園,813-0045,福岡県福岡市東区城浜団地8-4,,092-661-0631,092-661-0638,1,0,0,99,0,0,0,1,99,1,10100,0,0,0,,,"
",0,1,0,1,2,2014/06/11 9:36:03
10101,社会福祉法人　みつる会　城浜保育園別注,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝ ﾐﾂﾙｶｲ ｼﾛﾊﾏﾎｲｸｴﾝﾍﾞ,城浜保育園　別注,813-0045,福岡県福岡市東区城浜団地8-4,,092-661-0631,092-661-6638,1,0,0,99,0,0,0,0,99,1,10101,0,0,0,,,,0,1,0,1,7,2014/07/08 13:59:29
10200,学校法人　大石学園　三井幼稚園,ｶﾞｯｺｳﾎｳｼﾞﾝ ｵｵｲｼｶﾞｸｴﾝ ﾐｲﾖｳﾁｴﾝ,三井幼稚園,838-0111,福岡県小郡市吹上1060,,0942-72-6984,0942-72-1195,1,0,0,99,0,0,0,1,99,1,10200,0,0,464,,,,1,1,0,1,2,2015/03/18 14:03:03
